T	Ut	Ft	St	Ct
0.01000000	-1.98828125	-22.12507621	2013.67949575	0.00000000
0.02000000	-1.98828125	-42.26187116	2013.67949575	0.00000000
0.03000000	-1.98828125	-62.39866612	2013.67949575	0.00000000
0.04000000	-1.98828125	-82.53546108	2013.67949575	0.00000000
0.05000000	-1.98828125	-102.67225604	2013.67949575	0.00000000
0.06000000	-1.98828125	-122.80905099	2013.67949575	0.00000000
0.07000000	-1.98828125	-142.94584595	2013.67949575	0.00000000
0.08000000	-1.98828125	-163.08264091	2013.67949575	0.00000000
0.09000000	-1.98828125	-183.21943587	2013.67949575	0.00000000
0.10000000	-1.98828125	-203.35623082	2013.67949575	0.00000000
0.11000000	-1.98828125	-223.49302578	2013.67949575	0.00000000
0.12000000	-1.98828125	-243.62982074	2013.67949575	0.00000000
0.13000000	-1.98828125	-263.76661570	2013.67949575	0.00000000
0.14000000	-1.98828125	-283.90341065	2013.67949575	-0.00000000
0.15000000	-1.98828125	-304.04020561	2013.67949575	0.00000000
0.16000000	-1.98828125	-324.17700057	2013.67949575	0.00000000
0.17000000	-1.98828125	-344.31379553	2013.67949575	0.00000000
0.18000000	-1.98828125	-364.45059048	2013.67949575	0.00000000
0.19000000	-1.98828125	-384.58738544	2013.67949575	0.00000000
0.20000000	-1.98828125	-404.72418040	2013.67949575	0.00000000
0.21000000	-1.98828125	-424.86097536	2013.67949575	0.00000000
0.22000000	-1.98828125	-444.99777031	2013.67949575	0.00000000
0.23000000	-1.98828125	-465.13456527	2013.67949575	0.00000001
0.24000000	-1.98828125	-485.27136023	2013.67949575	0.00000002
0.25000000	-1.98828125	-505.40815519	2013.67949575	0.00000003
0.26000000	-1.98828125	-525.54495014	2013.67949575	0.00000005
0.27000000	-1.98828125	-545.68174510	2013.67949575	0.00000008
0.28000000	-1.98828125	-565.81854006	2013.67949576	0.00000012
0.29000000	-1.98828125	-585.95533502	2013.67949576	0.00000019
0.30000000	-1.98828124	-606.09212997	2013.67949577	0.00000028
0.31000000	-1.98828124	-626.22892493	2013.67949578	0.00000040
0.32000000	-1.98828124	-646.36571989	2013.67949579	0.00000057
0.33000000	-1.98828123	-666.50251485	2013.67949582	0.00000078
0.34000000	-1.98828122	-686.63930981	2013.67949584	0.00000105
0.35000000	-1.98828121	-706.77610476	2013.67949588	0.00000139
0.36000000	-1.98828119	-726.91289972	2013.67949592	0.00000180
0.37000000	-1.98828117	-747.04969468	2013.67949598	0.00000231
0.38000000	-1.98828115	-767.18648964	2013.67949605	0.00000291
0.39000000	-1.98828111	-787.32328460	2013.67949613	0.00000362
0.40000000	-1.98828107	-807.46007957	2013.67949623	0.00000444
0.41000000	-1.98828102	-827.59687453	2013.67949636	0.00000540
0.42000000	-1.98828096	-847.73366949	2013.67949650	0.00000650
0.43000000	-1.98828089	-867.87046446	2013.67949667	0.00000775
0.44000000	-1.98828081	-888.00725943	2013.67949686	0.00000915
0.45000000	-1.98828071	-908.14405440	2013.67949708	0.00001073
0.46000000	-1.98828059	-928.28084937	2013.67949734	0.00001249
0.47000000	-1.98828046	-948.41764434	2013.67949763	0.00001444
0.48000000	-1.98828030	-968.55443932	2013.67949795	0.00001659
0.49000000	-1.98828013	-988.69123430	2013.67949832	0.00001896
0.50000000	-1.98827992	-1008.82802929	2013.67949873	0.00002157
0.51000000	-1.98827969	-1028.96482428	2013.67949918	0.00002443
0.52000000	-1.98827943	-1049.10161927	2013.67949969	0.00002757
0.53000000	-1.98827914	-1069.23841427	2013.67950024	0.00003102
0.54000000	-1.98827881	-1089.37520928	2013.67950086	0.00003483
0.55000000	-1.98827844	-1109.51200429	2013.67950154	0.00003904
0.56000000	-1.98827803	-1129.64879931	2013.67950228	0.00004372
0.57000000	-1.98827757	-1149.78559433	2013.67950310	0.00004895
0.58000000	-1.98827705	-1169.92238937	2013.67950400	0.00005483
0.59000000	-1.98827647	-1190.05918441	2013.67950499	0.00006148
0.60000000	-1.98827582	-1210.19597947	2013.67950609	0.00006905
0.61000000	-1.98827508	-1230.33277454	2013.67950730	0.00007771
0.62000000	-1.98827426	-1250.46956962	2013.67950864	0.00008769
0.63000000	-1.98827332	-1270.60636471	2013.67951014	0.00009923
0.64000000	-1.98827227	-1290.74315982	2013.67951180	0.00011264
0.65000000	-1.98827106	-1310.87995495	2013.67951367	0.00012827
0.66000000	-1.98826969	-1331.01675009	2013.67951576	0.00014653
0.67000000	-1.98826812	-1351.15354526	2013.67951812	0.00016789
0.68000000	-1.98826632	-1371.29034046	2013.67952079	0.00019289
0.69000000	-1.98826425	-1391.42713568	2013.67952381	0.00022215
0.70000000	-1.98826186	-1411.56393093	2013.67952724	0.00025636
0.71000000	-1.98825911	-1431.70072623	2013.67953116	0.00029633
0.72000000	-1.98825591	-1451.83752156	2013.67953562	0.00034291
0.73000000	-1.98825222	-1471.97431694	2013.67954071	0.00039711
0.74000000	-1.98824794	-1492.11111238	2013.67954653	0.00046000
0.75000000	-1.98824299	-1512.24790787	2013.67955318	0.00053279
0.76000000	-1.98823725	-1532.38470344	2013.67956078	0.00061681
0.77000000	-1.98823061	-1552.52149909	2013.67956946	0.00071350
0.78000000	-1.98822293	-1572.65829484	2013.67957936	0.00082444
0.79000000	-1.98821407	-1592.79509069	2013.67959065	0.00095135
0.80000000	-1.98820385	-1612.93188665	2013.67960351	0.00109610
0.81000000	-1.98819208	-1633.06868276	2013.67961812	0.00126070
0.82000000	-1.98817856	-1653.20547902	2013.67963471	0.00144733
0.83000000	-1.98816305	-1673.34227546	2013.67965351	0.00165833
0.84000000	-1.98814530	-1693.47907210	2013.67967476	0.00189621
0.85000000	-1.98812503	-1713.61586897	2013.67969875	0.00216366
0.86000000	-1.98810192	-1733.75266609	2013.67972577	0.00246359
0.87000000	-1.98807564	-1753.88946349	2013.67975615	0.00279906
0.88000000	-1.98804581	-1774.02626122	2013.67979024	0.00317341
0.89000000	-1.98801203	-1794.16305931	2013.67982841	0.00359014
0.90000000	-1.98797385	-1814.29985781	2013.67987106	0.00405304
0.91000000	-1.98793080	-1834.43665675	2013.67991862	0.00456613
0.92000000	-1.98788235	-1854.57345620	2013.67997157	0.00513370
0.93000000	-1.98782793	-1874.71025620	2013.68003040	0.00576035
0.94000000	-1.98776693	-1894.84705683	2013.68009563	0.00645094
0.95000000	-1.98769868	-1914.98385814	2013.68016785	0.00721069
0.96000000	-1.98762247	-1935.12066021	2013.68024765	0.00804512
0.97000000	-1.98753751	-1955.25746312	2013.68033568	0.00896013
0.98000000	-1.98744298	-1975.39426695	2013.68043263	0.00996192
0.99000000	-1.98733796	-1995.53107180	2013.68053923	0.01105710
1.00000000	-1.98722150	-2015.66787777	2013.68065627	0.01225259
1.01000000	-1.98709255	-2035.80468496	2013.68078457	0.01355567
1.02000000	-1.98695000	-2055.94149350	2013.68092500	0.01497393
1.03000000	-1.98679266	-2076.07830351	2013.68107849	0.01651524
1.04000000	-1.98661926	-2096.21511512	2013.68124602	0.01818770
1.05000000	-1.98642844	-2116.35192848	2013.68142861	0.01999960
1.06000000	-1.98621878	-2136.48874374	2013.68162733	0.02195929
1.07000000	-1.98598874	-2156.62556108	2013.68184331	0.02407514
1.08000000	-1.98573672	-2176.76238067	2013.68207773	0.02635542
1.09000000	-1.98546105	-2196.89920270	2013.68233179	0.02880817
1.10000000	-1.98515996	-2217.03602738	2013.68260674	0.03144111
1.11000000	-1.98483161	-2237.17285491	2013.68290388	0.03426154
1.12000000	-1.98447408	-2257.30968553	2013.68322451	0.03727623
1.13000000	-1.98408541	-2277.44651948	2013.68356997	0.04049141
1.14000000	-1.98366357	-2297.58335702	2013.68394163	0.04391272
1.15000000	-1.98320645	-2317.72019841	2013.68434083	0.04754533
1.16000000	-1.98271194	-2337.85704393	2013.68476896	0.05139407
1.17000000	-1.98217784	-2357.99389389	2013.68522740	0.05546372
1.18000000	-1.98160191	-2378.13074859	2013.68571752	0.05975941
1.19000000	-1.98098188	-2398.26760835	2013.68624074	0.06428717
1.20000000	-1.98031537	-2418.40447352	2013.68679846	0.06905464
1.21000000	-1.97959995	-2438.54134444	2013.68739214	0.07407205
1.22000000	-1.97883305	-2458.67822148	2013.68802331	0.07935331
1.23000000	-1.97801194	-2478.81510504	2013.68869357	0.08491743
1.24000000	-1.97713367	-2498.95199549	2013.68940469	0.09079029
1.25000000	-1.97619499	-2519.08889327	2013.69015862	0.09700679
1.26000000	-1.97519224	-2539.22579881	2013.69095760	0.10361361
1.27000000	-1.97412121	-2559.36271258	2013.69180423	0.11067266
1.28000000	-1.97297701	-2579.49963507	2013.69270161	0.11826570
1.29000000	-1.97175377	-2599.63656680	2013.69365351	0.12650021
1.30000000	-1.97044440	-2619.77350834	2013.69466457	0.13551708
1.31000000	-1.96904021	-2639.91046030	2013.69574053	0.14550025
1.32000000	-1.96753038	-2660.04742339	2013.69688864	0.15668880
1.33000000	-1.96590140	-2680.18439835	2013.69811801	0.16939100
1.34000000	-1.96413622	-2700.32138606	2013.69944018	0.18399974
1.35000000	-1.96221342	-2720.45838751	2013.70086970	0.20100725
1.36000000	-1.96010609	-2740.59540387	2013.70242484	0.22101521
1.37000000	-1.95778076	-2760.73243650	2013.70412828	0.24473349
1.38000000	-1.95519640	-2780.86948702	2013.70600769	0.27295734
1.39000000	-1.95230384	-2801.00655735	2013.70809605	0.30650875
1.40000000	-1.94904598	-2821.14364976	2013.71043127	0.34612551
1.41000000	-1.94535947	-2841.28076694	2013.71305494	0.39228508
1.42000000	-1.94117846	-2861.41791197	2013.71600951	0.44496437
1.43000000	-1.93644098	-2881.55508836	2013.71933383	0.50336904
1.44000000	-1.93109783	-2901.69229997	2013.72305705	0.56571433
1.45000000	-1.92512285	-2921.82955087	2013.72719174	0.62918779
1.46000000	-1.91852216	-2941.96684515	2013.73172808	0.69023121
1.47000000	-1.91133858	-2962.10418666	2013.73663135	0.74519620
1.48000000	-1.90364813	-2982.24157881	2013.74184506	0.79124849
1.49000000	-1.89554751	-3002.37902437	2013.74729991	0.82720105
1.50000000	-1.88713517	-3022.51652538	2013.75292681	0.85389512
1.51000000	-1.87849197	-3042.65408329	2013.75866975	0.87390883
1.52000000	-1.86966778	-3062.79169905	2013.76449425	0.89067691
1.53000000	-1.86067858	-3082.92937340	2013.77038878	0.90735797
1.54000000	-1.85151437	-3103.06710707	2013.77635890	0.92585410
1.55000000	-1.84215482	-3123.20490087	2013.78241681	0.94629383
1.56000000	-1.83258705	-3143.34275573	2013.78856967	0.96713248
1.57000000	-1.82281923	-3163.48067256	2013.79481104	0.98585926
1.58000000	-1.81288489	-3183.61865217	2013.80111853	1.00012379
1.59000000	-1.80283521	-3203.75669505	2013.80745901	1.00892586
1.60000000	-1.79272093	-3223.89480135	2013.81380026	1.01344041
1.61000000	-1.78256924	-3244.03297099	2013.82012531	1.01716508
1.62000000	-1.77236286	-3264.17120384	2013.82644505	1.02534557
1.63000000	-1.76202771	-3284.30950003	2013.83280510	1.04388987
1.64000000	-1.75143270	-3304.44786034	2013.83928514	1.07807778
1.65000000	-1.74040233	-3324.58628648	2013.84599039	1.13131550
1.66000000	-1.72874078	-3344.72478128	2013.85303645	1.20411932
1.67000000	-1.71626412	-3364.86334870	2013.86052969	1.29355886
1.68000000	-1.70283437	-3385.00199363	2013.86854718	1.39350040
1.69000000	-1.68838586	-3405.14072151	2013.87712168	1.49592824
1.70000000	-1.67293345	-3425.27953787	2013.88623789	1.59315094
1.71000000	-1.65655795	-3445.41844789	2013.89584207	1.67995840
1.72000000	-1.63937560	-3465.55745609	2013.90586075	1.75445172
1.73000000	-1.62150889	-3485.69656624	2013.91621812	1.81695264
1.74000000	-1.60307512	-3505.83578135	2013.92684266	1.86782392
1.75000000	-1.58419467	-3525.97510374	2013.93766233	1.90597818
1.76000000	-1.56500494	-3546.11453498	2013.94859661	1.92935529
1.77000000	-1.54566030	-3566.25407576	2013.95955676	1.93702391
1.78000000	-1.52630986	-3586.39372591	2013.97045846	1.93119670
1.79000000	-1.50706266	-3606.53348453	2013.98124126	1.91754561
1.80000000	-1.48795978	-3626.67335027	2013.99188360	1.90362870
1.81000000	-1.46896676	-3646.81332180	2014.00240610	1.89664314
1.82000000	-1.44998568	-3666.95339817	2014.01286401	1.90196222
1.83000000	-1.43087473	-3687.09357912	2014.02333573	1.92308832
1.84000000	-1.41146256	-3707.23386524	2014.03391450	1.96262791
1.85000000	-1.39155165	-3727.37425812	2014.04470620	2.02334040
1.86000000	-1.37091467	-3747.51476047	2014.05583108	2.10836018
