i	E(i)	g[i]
6	-500.000000	0.000000
8	-496.000000	0.000000
10	-492.000000	0.000013
12	-488.000000	0.000125
14	-484.000000	0.000018
16	-480.000000	0.000145
18	-476.000000	0.000244
20	-472.000000	0.000166
22	-468.000000	0.000273
24	-464.000000	0.000364
26	-460.000000	0.000321
28	-456.000000	0.000390
30	-452.000000	0.000477
32	-448.000000	0.000446
34	-444.000000	0.000517
36	-440.000000	0.000597
38	-436.000000	0.000561
40	-432.000000	0.000646
42	-428.000000	0.000701
44	-424.000000	0.000695
46	-420.000000	0.000747
48	-416.000000	0.000799
50	-412.000000	0.000796
52	-408.000000	0.000842
54	-404.000000	0.000890
56	-400.000000	0.000916
58	-396.000000	0.000957
60	-392.000000	0.000976
62	-388.000000	0.001011
64	-384.000000	0.001050
66	-380.000000	0.001089
68	-376.000000	0.001117
70	-372.000000	0.001151
72	-368.000000	0.001209
74	-364.000000	0.001210
76	-360.000000	0.001277
78	-356.000000	0.001300
80	-352.000000	0.001322
82	-348.000000	0.001356
84	-344.000000	0.001398
86	-340.000000	0.001423
88	-336.000000	0.001455
90	-332.000000	0.001497
92	-328.000000	0.001533
94	-324.000000	0.001568
96	-320.000000	0.001594
98	-316.000000	0.001626
100	-312.000000	0.001662
102	-308.000000	0.001687
104	-304.000000	0.001713
106	-300.000000	0.001748
108	-296.000000	0.001784
110	-292.000000	0.001807
112	-288.000000	0.001846
114	-284.000000	0.001873
116	-280.000000	0.001902
118	-276.000000	0.001933
120	-272.000000	0.001969
122	-268.000000	0.001983
124	-264.000000	0.002013
126	-260.000000	0.002065
128	-256.000000	0.002080
130	-252.000000	0.002112
132	-248.000000	0.002145
134	-244.000000	0.002164
136	-240.000000	0.002205
138	-236.000000	0.002244
140	-232.000000	0.002268
142	-228.000000	0.002289
144	-224.000000	0.002327
146	-220.000000	0.002354
148	-216.000000	0.002376
150	-212.000000	0.002411
152	-208.000000	0.002439
154	-204.000000	0.002467
156	-200.000000	0.002507
158	-196.000000	0.002538
160	-192.000000	0.002559
162	-188.000000	0.002597
164	-184.000000	0.002628
166	-180.000000	0.002654
168	-176.000000	0.002678
170	-172.000000	0.002713
172	-168.000000	0.002739
174	-164.000000	0.002762
176	-160.000000	0.002800
178	-156.000000	0.002827
180	-152.000000	0.002848
182	-148.000000	0.002878
184	-144.000000	0.002907
186	-140.000000	0.002945
188	-136.000000	0.002965
190	-132.000000	0.002993
192	-128.000000	0.003027
194	-124.000000	0.003052
196	-120.000000	0.003079
198	-116.000000	0.003105
200	-112.000000	0.003139
202	-108.000000	0.003168
204	-104.000000	0.003198
206	-100.000000	0.003226
208	-96.000000	0.003259
210	-92.000000	8.423129
212	-88.000000	8.423131
214	-84.000000	8.425296
216	-80.000000	8.427193
218	-76.000000	8.427339
220	-72.000000	8.429607
222	-68.000000	8.430944
224	-64.000000	8.431621
226	-60.000000	8.433287
228	-56.000000	8.434730
230	-52.000000	8.435264
232	-48.000000	8.437004
234	-44.000000	8.438515
236	-40.000000	8.439159
238	-36.000000	8.440845
240	-32.000000	8.442307
242	-28.000000	8.443364
244	-24.000000	8.444909
246	-20.000000	8.446464
248	-16.000000	8.447101
250	-12.000000	8.448880
252	-8.000000	8.450187
254	-4.000000	8.451189
256	0.000000	8.452844
258	4.000000	8.454006
260	8.000000	8.455118
262	12.000000	8.456182
264	16.000000	8.457648
266	20.000000	8.458655
268	24.000000	8.460017
270	28.000000	8.461206
272	32.000000	8.462233
274	36.000000	8.463493
276	40.000000	8.464525
278	44.000000	8.465721
280	48.000000	8.467216
282	52.000000	8.468130
284	56.000000	8.469277
286	60.000000	8.470880
288	64.000000	8.471748
290	68.000000	8.472844
292	72.000000	8.474083
294	76.000000	8.475049
296	80.000000	8.476233
298	84.000000	8.477676
300	88.000000	8.478772
302	92.000000	8.479861
304	96.000000	8.480989
306	100.000000	8.482348
308	104.000000	8.483310
310	108.000000	8.484636
312	112.000000	8.485886
314	116.000000	8.486780
316	120.000000	8.488136
318	124.000000	8.489487
320	128.000000	8.490297
322	132.000000	8.491430
324	136.000000	8.492852
326	140.000000	8.493726
328	144.000000	8.494928
330	148.000000	8.496334
332	152.000000	8.497355
334	156.000000	8.498415
336	160.000000	8.499863
338	164.000000	8.500756
340	168.000000	8.501961
342	172.000000	8.503084
344	176.000000	8.504085
346	180.000000	8.505278
348	184.000000	8.506409
350	188.000000	8.507233
352	192.000000	8.508675
354	196.000000	8.509830
356	200.000000	8.510707
358	204.000000	8.512194
360	208.000000	8.513514
362	212.000000	8.515163
364	216.000000	8.516564
366	220.000000	8.518000
368	224.000000	8.519709
370	228.000000	8.521284
372	232.000000	8.522639
374	236.000000	8.524283
376	240.000000	8.525898
378	244.000000	8.527441
380	248.000000	8.529037
382	252.000000	8.530726
384	256.000000	8.532275
386	260.000000	8.533396
388	264.000000	8.535382
390	268.000000	8.536969
392	272.000000	8.537966
394	276.000000	8.539996
396	280.000000	8.541589
398	284.000000	8.542774
400	288.000000	8.544636
402	292.000000	8.546194
404	296.000000	8.547691
406	300.000000	8.549252
408	304.000000	8.550197
410	308.000000	8.552188
412	312.000000	8.553380
414	316.000000	8.554737
416	320.000000	8.556596
418	324.000000	8.557888
420	328.000000	8.559407
422	332.000000	8.560985
424	336.000000	8.562504
426	340.000000	8.564148
428	344.000000	8.565654
430	348.000000	8.567023
432	352.000000	8.568569
434	356.000000	8.569965
436	360.000000	8.571529
438	364.000000	8.573048
440	368.000000	8.574508
442	372.000000	8.576178
444	376.000000	8.577496
446	380.000000	8.579125
448	384.000000	8.580566
450	388.000000	8.582149
452	392.000000	8.583794
454	396.000000	8.584953
456	400.000000	8.586399
458	404.000000	8.587965
460	408.000000	8.589370
462	412.000000	8.590506
464	416.000000	8.592364
466	420.000000	8.593723
468	424.000000	8.595112
470	428.000000	8.596800
472	432.000000	8.598121
474	436.000000	8.599437
476	440.000000	8.601056
478	444.000000	8.602658
480	448.000000	8.604041
482	452.000000	8.605520
484	456.000000	8.607023
486	460.000000	8.608475
488	464.000000	8.609921
490	468.000000	8.611446
492	472.000000	8.612705
494	476.000000	8.614129
496	480.000000	8.615581
498	484.000000	8.616995
500	488.000000	8.618517
502	492.000000	8.619580
504	496.000000	8.621027
506	500.000000	8.622828
508	504.000000	8.623952
510	508.000000	8.625674
512	512.000000	8.626929
514	516.000000	8.628302
516	520.000000	8.629880
518	524.000000	8.631128
520	528.000000	8.632822
522	532.000000	8.634221
524	536.000000	8.635386
526	540.000000	8.637062
528	544.000000	8.638325
530	548.000000	8.639571
532	552.000000	8.641175
534	556.000000	8.642367
536	560.000000	8.643874
538	564.000000	8.645100
540	568.000000	8.646583
542	572.000000	8.648004
544	576.000000	8.649043
546	580.000000	8.650824
548	584.000000	8.652143
550	588.000000	8.653659
552	592.000000	8.654979
554	596.000000	8.656479
556	600.000000	8.657739
558	604.000000	8.659394
560	608.000000	8.660559
562	612.000000	8.662051
564	616.000000	8.663495
566	620.000000	8.664809
568	624.000000	8.666348
570	628.000000	8.667555
572	632.000000	8.668975
574	636.000000	8.670307
576	640.000000	8.671844
578	644.000000	8.673380
580	648.000000	8.674735
582	652.000000	8.676138
584	656.000000	8.677279
586	660.000000	8.679042
588	664.000000	8.680003
590	668.000000	8.681372
592	672.000000	8.682728
594	676.000000	8.684028
596	680.000000	8.685534
598	684.000000	8.686988
600	688.000000	8.688586
602	692.000000	8.689783
604	696.000000	8.691171
606	700.000000	8.692600
608	704.000000	8.693926
610	708.000000	8.695454
612	712.000000	8.696690
614	716.000000	8.697991
616	720.000000	8.699215
618	724.000000	8.700605
620	728.000000	8.702080
622	732.000000	8.703230
624	736.000000	8.704546
626	740.000000	8.706101
628	744.000000	8.707216
630	748.000000	8.708743
632	752.000000	8.709892
634	756.000000	8.711302
636	760.000000	8.712615
638	764.000000	8.713794
640	768.000000	8.715259
642	772.000000	8.716501
644	776.000000	8.717652
646	780.000000	8.719152
648	784.000000	8.720548
650	788.000000	8.721638
652	792.000000	8.723075
654	796.000000	8.724518
656	800.000000	8.725623
658	804.000000	8.727043
660	808.000000	8.728295
662	812.000000	8.729759
664	816.000000	8.731143
666	820.000000	8.732476
668	824.000000	8.733816
670	828.000000	8.735120
672	832.000000	8.736287
674	836.000000	8.737574
676	840.000000	8.739291
678	844.000000	8.740328
680	848.000000	8.741641
682	852.000000	8.743067
684	856.000000	8.744280
686	860.000000	8.745663
688	864.000000	8.746957
690	868.000000	8.748329
692	872.000000	8.749481
694	876.000000	8.750966
696	880.000000	8.752089
698	884.000000	8.753463
700	888.000000	8.754780
702	892.000000	8.756113
704	896.000000	8.757450
706	900.000000	8.758819
708	904.000000	8.760082
710	908.000000	8.761426
712	912.000000	8.762880
714	916.000000	8.764024
716	920.000000	8.765274
718	924.000000	8.766763
720	928.000000	8.768008
722	932.000000	8.769257
724	936.000000	8.770474
726	940.000000	8.771904
728	944.000000	8.773059
730	948.000000	8.774350
732	952.000000	8.775718
734	956.000000	8.776880
736	960.000000	8.778211
738	964.000000	8.779601
740	968.000000	8.780857
742	972.000000	8.782134
744	976.000000	8.783406
746	980.000000	8.784603
748	984.000000	8.785971
750	988.000000	8.787149
752	992.000000	8.788577
754	996.000000	8.789799
756	1000.000000	8.791102
758	1004.000000	8.792467
760	1008.000000	8.793924
762	1012.000000	8.795192
764	1016.000000	8.796376
766	1020.000000	8.797799
768	1024.000000	8.799035
770	1028.000000	8.800220
772	1032.000000	8.801708
774	1036.000000	8.802671
776	1040.000000	8.804076
778	1044.000000	8.805460
780	1048.000000	8.806513
782	1052.000000	8.807826
784	1056.000000	8.809295
786	1060.000000	8.810313
788	1064.000000	8.811788
790	1068.000000	8.813060
792	1072.000000	8.814245
794	1076.000000	8.815566
796	1080.000000	8.816755
798	1084.000000	8.818038
800	1088.000000	8.819206
802	1092.000000	8.820502
804	1096.000000	8.821767
806	1100.000000	8.823015
808	1104.000000	8.824428
810	1108.000000	8.825646
812	1112.000000	8.826995
814	1116.000000	8.828305
816	1120.000000	8.829554
818	1124.000000	8.830950
820	1128.000000	8.831990
822	1132.000000	8.833301
824	1136.000000	8.834497
826	1140.000000	8.835831
828	1144.000000	8.837169
830	1148.000000	8.838388
832	1152.000000	8.839603
834	1156.000000	8.841006
836	1160.000000	8.842272
838	1164.000000	8.843325
840	1168.000000	8.844734
842	1172.000000	8.845871
844	1176.000000	8.847133
846	1180.000000	8.848503
848	1184.000000	8.849704
850	1188.000000	8.850967
852	1192.000000	8.852270
854	1196.000000	8.853540
856	1200.000000	8.854679
858	1204.000000	8.856068
860	1208.000000	8.857349
862	1212.000000	8.858558
864	1216.000000	8.859778
866	1220.000000	8.861015
868	1224.000000	8.862100
870	1228.000000	8.863695
872	1232.000000	8.864705
874	1236.000000	8.865878
876	1240.000000	8.867154
878	1244.000000	8.868364
880	1248.000000	8.869518
882	1252.000000	8.870727
884	1256.000000	8.872026
886	1260.000000	8.873156
888	1264.000000	8.874369
890	1268.000000	8.875858
892	1272.000000	8.876915
894	1276.000000	8.878121
896	1280.000000	8.879303
898	1284.000000	8.880669
900	1288.000000	8.881704
902	1292.000000	8.883099
904	1296.000000	8.884262
906	1300.000000	8.885577
908	1304.000000	8.886746
910	1308.000000	8.888012
912	1312.000000	8.889338
914	1316.000000	8.890512
916	1320.000000	8.891706
918	1324.000000	8.892978
920	1328.000000	8.894216
922	1332.000000	8.895360
924	1336.000000	8.896743
926	1340.000000	8.898133
928	1344.000000	8.899113
930	1348.000000	8.900357
932	1352.000000	8.901605
934	1356.000000	8.902841
936	1360.000000	8.904127
938	1364.000000	8.905248
940	1368.000000	8.906398
942	1372.000000	8.907786
944	1376.000000	8.908919
946	1380.000000	8.910027
948	1384.000000	8.911331
950	1388.000000	8.912489
952	1392.000000	8.913691
954	1396.000000	8.915090
956	1400.000000	8.916227
958	1404.000000	8.917574
960	1408.000000	8.918639
962	1412.000000	8.919893
964	1416.000000	8.921163
966	1420.000000	8.922309
968	1424.000000	8.923537
970	1428.000000	8.924868
972	1432.000000	8.926060
974	1436.000000	8.927285
976	1440.000000	8.928515
978	1444.000000	8.929747
980	1448.000000	8.930912
982	1452.000000	8.932062
984	1456.000000	8.933452
986	1460.000000	8.934582
988	1464.000000	8.935717
990	1468.000000	8.937059
992	1472.000000	8.938312
994	1476.000000	8.939509
996	1480.000000	8.940680
998	1484.000000	8.941875
1000	1488.000000	8.942999
1002	1492.000000	8.944180
1004	1496.000000	8.945424
1006	1500.000000	8.946558
1008	1504.000000	8.947720
1010	1508.000000	8.949142
1012	1512.000000	8.950076
1014	1516.000000	8.951486
1016	1520.000000	8.952537
1018	1524.000000	8.953688
1020	1528.000000	8.954889
1022	1532.000000	8.955916
1024	1536.000000	8.957101
1026	1540.000000	8.958344
1028	1544.000000	8.959494
1030	1548.000000	8.960695
1032	1552.000000	8.962029
1034	1556.000000	8.963173
1036	1560.000000	8.964318
1038	1564.000000	8.965649
1040	1568.000000	8.966889
1042	1572.000000	8.968090
1044	1576.000000	8.969159
1046	1580.000000	8.970453
1048	1584.000000	8.971610
1050	1588.000000	8.972638
1052	1592.000000	8.973915
1054	1596.000000	8.975123
1056	1600.000000	8.976286
1058	1604.000000	8.977396
1060	1608.000000	8.978627
1062	1612.000000	8.979902
1064	1616.000000	8.981069
1066	1620.000000	8.982152
1068	1624.000000	8.983434
1070	1628.000000	8.984579
1072	1632.000000	8.985608
1074	1636.000000	8.986890
1076	1640.000000	8.988072
1078	1644.000000	8.989169
1080	1648.000000	8.990539
1082	1652.000000	8.991571
1084	1656.000000	8.992789
1086	1660.000000	8.994033
1088	1664.000000	8.995246
1090	1668.000000	8.996485
1092	1672.000000	8.997604
1094	1676.000000	8.998856
1096	1680.000000	9.000135
1098	1684.000000	9.001226
1100	1688.000000	9.002270
1102	1692.000000	9.003524
1104	1696.000000	9.004551
1106	1700.000000	9.005721
1108	1704.000000	9.006946
1110	1708.000000	9.008040
1112	1712.000000	9.009358
1114	1716.000000	9.010443
1116	1720.000000	9.011739
1118	1724.000000	9.012927
1120	1728.000000	9.013983
1122	1732.000000	9.015146
1124	1736.000000	9.016294
1126	1740.000000	9.017536
1128	1744.000000	9.018718
1130	1748.000000	9.019718
1132	1752.000000	9.021074
1134	1756.000000	9.022121
1136	1760.000000	9.023184
1138	1764.000000	9.024400
1140	1768.000000	9.025483
1142	1772.000000	9.026612
1144	1776.000000	9.027683
1146	1780.000000	9.028965
1148	1784.000000	9.029875
1150	1788.000000	9.031215
1152	1792.000000	9.032362
1154	1796.000000	9.033484
1156	1800.000000	9.034735
1158	1804.000000	9.035791
1160	1808.000000	9.037064
1162	1812.000000	9.038233
1164	1816.000000	9.039181
1166	1820.000000	9.040399
1168	1824.000000	9.041605
1170	1828.000000	9.042656
1172	1832.000000	9.043894
1174	1836.000000	9.044877
1176	1840.000000	9.046100
1178	1844.000000	9.047187
1180	1848.000000	9.048375
1182	1852.000000	9.049582
1184	1856.000000	9.050574
1186	1860.000000	9.051765
1188	1864.000000	9.052915
1190	1868.000000	9.054140
1192	1872.000000	9.055349
1194	1876.000000	9.056322
1196	1880.000000	9.057642
1198	1884.000000	9.058721
1200	1888.000000	9.059864
1202	1892.000000	9.060876
1204	1896.000000	9.061911
1206	1900.000000	9.063234
1208	1904.000000	9.064214
1210	1908.000000	9.065426
1212	1912.000000	9.066568
1214	1916.000000	9.067707
1216	1920.000000	9.068893
1218	1924.000000	9.070087
1220	1928.000000	9.071087
1222	1932.000000	9.072488
1224	1936.000000	9.073506
1226	1940.000000	9.074659
1228	1944.000000	9.075911
1230	1948.000000	9.077068
1232	1952.000000	9.078182
1234	1956.000000	9.079342
1236	1960.000000	9.080483
1238	1964.000000	9.081637
1240	1968.000000	9.082718
1242	1972.000000	9.083889
1244	1976.000000	9.084888
1246	1980.000000	9.086202
1248	1984.000000	9.087272
1250	1988.000000	9.088435
1252	1992.000000	9.089459
1254	1996.000000	9.090613
1256	2000.000000	9.091743
1258	2004.000000	9.092829
1260	2008.000000	9.093975
1262	2012.000000	9.095097
1264	2016.000000	9.096343
1266	2020.000000	9.097289
1268	2024.000000	9.098653
1270	2028.000000	9.099551
1272	2032.000000	9.101000
1274	2036.000000	9.102003
1276	2040.000000	9.103061
1278	2044.000000	9.104438
1280	2048.000000	9.105480
1282	2052.000000	9.106637
1284	2056.000000	9.107809
1286	2060.000000	9.108954
1288	2064.000000	9.110034
1290	2068.000000	9.111190
1292	2072.000000	9.112398
1294	2076.000000	9.113452
1296	2080.000000	9.114590
1298	2084.000000	9.115811
1300	2088.000000	9.116877
1302	2092.000000	9.118039
1304	2096.000000	9.119109
1306	2100.000000	9.120096
1308	2104.000000	9.121376
1310	2108.000000	9.122395
1312	2112.000000	9.123536
1314	2116.000000	9.124687
1316	2120.000000	9.125767
1318	2124.000000	9.127016
1320	2128.000000	9.128158
1322	2132.000000	9.129262
1324	2136.000000	9.130365
1326	2140.000000	9.131658
1328	2144.000000	9.132673
1330	2148.000000	9.133773
1332	2152.000000	9.134994
1334	2156.000000	9.136075
1336	2160.000000	9.137243
1338	2164.000000	9.138314
1340	2168.000000	9.139376
1342	2172.000000	9.140542
1344	2176.000000	9.141757
1346	2180.000000	9.142661
1348	2184.000000	9.143939
1350	2188.000000	9.145110
1352	2192.000000	9.146350
1354	2196.000000	9.147360
1356	2200.000000	9.148394
1358	2204.000000	9.149527
1360	2208.000000	9.150705
1362	2212.000000	9.151710
1364	2216.000000	9.152872
1366	2220.000000	9.154007
1368	2224.000000	9.155163
1370	2228.000000	9.156135
1372	2232.000000	9.157393
1374	2236.000000	9.158478
1376	2240.000000	9.159476
1378	2244.000000	9.160698
1380	2248.000000	9.161839
1382	2252.000000	9.162929
1384	2256.000000	9.163915
1386	2260.000000	9.165119
1388	2264.000000	9.166234
1390	2268.000000	9.167314
1392	2272.000000	9.168496
1394	2276.000000	9.169621
1396	2280.000000	9.170693
1398	2284.000000	9.171777
1400	2288.000000	9.172799
1402	2292.000000	9.174032
1404	2296.000000	9.175013
1406	2300.000000	9.176033
1408	2304.000000	9.177309
