T	Ut	Ft	St	Ct
0.01000000	-1.93750000	-2.73796875	80.04687500	0.00000000
0.02000000	-1.93750000	-3.53843750	80.04687500	0.00000000
0.03000000	-1.93750000	-4.33890625	80.04687500	0.00000000
0.04000000	-1.93750000	-5.13937500	80.04687500	0.00000000
0.05000000	-1.93750000	-5.93984375	80.04687500	0.00000000
0.06000000	-1.93750000	-6.74031250	80.04687500	0.00000000
0.07000000	-1.93750000	-7.54078125	80.04687500	0.00000000
0.08000000	-1.93750000	-8.34125000	80.04687500	0.00000000
0.09000000	-1.93750000	-9.14171875	80.04687500	0.00000000
0.10000000	-1.93750000	-9.94218750	80.04687500	-0.00000000
0.11000000	-1.93750000	-10.74265625	80.04687500	0.00000000
0.12000000	-1.93750000	-11.54312500	80.04687500	0.00000000
0.13000000	-1.93750000	-12.34359375	80.04687500	0.00000000
0.14000000	-1.93750000	-13.14406250	80.04687500	0.00000001
0.15000000	-1.93750000	-13.94453125	80.04687500	0.00000009
0.16000000	-1.93750000	-14.74500000	80.04687502	0.00000040
0.17000000	-1.93749999	-15.54546875	80.04687507	0.00000156
0.18000000	-1.93749996	-16.34593750	80.04687524	0.00000514
0.19000000	-1.93749987	-17.14640626	80.04687574	0.00001485
0.20000000	-1.93749962	-17.94687502	80.04687701	0.00003841
0.21000000	-1.93749900	-18.74734380	80.04687999	0.00009032
0.22000000	-1.93749763	-19.54781263	80.04688635	0.00019572
0.23000000	-1.93749478	-20.34828155	80.04689900	0.00039527
0.24000000	-1.93748921	-21.14875065	80.04692265	0.00075108
0.25000000	-1.93747894	-21.94922006	80.04696451	0.00135425
0.26000000	-1.93746087	-22.74969003	80.04703523	0.00233481
0.27000000	-1.93743038	-23.55016091	80.04715014	0.00387688
0.28000000	-1.93738060	-24.35063325	80.04733090	0.00624338
0.29000000	-1.93730150	-25.15110785	80.04760810	0.00981799
0.30000000	-1.93717833	-25.95158588	80.04802516	0.01517484
0.31000000	-1.93698920	-26.75206903	80.04864460	0.02318910
0.32000000	-1.93670130	-27.55255975	80.04955763	0.03520005
0.33000000	-1.93626524	-28.35306160	80.05089805	0.05322929
0.34000000	-1.93560694	-29.15357977	80.05286127	0.08023022
0.35000000	-1.93461724	-29.95412182	80.05572736	0.12028809
0.36000000	-1.93314044	-30.75469861	80.05988379	0.17858733
0.37000000	-1.93096563	-31.55532547	80.06583742	0.26081523
0.38000000	-1.92782869	-32.35602337	80.07419654	0.37154774
0.39000000	-1.92343709	-33.15681955	80.08559605	0.51128580
