i	E(i)	g[i]
6	-116.000000	134.500000
8	-112.000000	140.500000
10	-108.000000	140.500000
12	-104.000000	138.500000
14	-100.000000	140.500000
16	-96.000000	141.500000
18	-92.000000	143.500000
20	-88.000000	139.500000
22	-84.000000	145.500000
24	-80.000000	142.500000
26	-76.000000	143.500000
28	-72.000000	116.000000
30	-68.000000	118.500000
32	-64.000000	121.500000
34	-60.000000	121.500000
36	-56.000000	117.500000
38	-52.000000	122.000000
40	-48.000000	122.500000
42	-44.000000	124.500000
44	-40.000000	122.000000
46	-36.000000	122.000000
48	-32.000000	117.500000
50	-28.000000	119.000000
52	-24.000000	117.000000
54	-20.000000	118.000000
56	-16.000000	119.000000
58	-12.000000	119.000000
60	-8.000000	119.500000
62	-4.000000	122.500000
64	0.000000	122.500000
66	4.000000	123.500000
68	8.000000	117.000000
70	12.000000	119.000000
72	16.000000	120.500000
74	20.000000	119.000000
76	24.000000	119.500000
78	28.000000	120.500000
80	32.000000	121.500000
82	36.000000	116.500000
84	40.000000	119.000000
86	44.000000	116.500000
88	48.000000	118.500000
90	52.000000	116.000000
92	56.000000	116.000000
94	60.000000	118.500000
96	64.000000	115.500000
98	68.000000	119.000000
100	72.000000	118.500000
102	76.000000	119.500000
104	80.000000	122.000000
106	84.000000	122.500000
108	88.000000	121.000000
110	92.000000	119.500000
112	96.000000	120.500000
114	100.000000	118.000000
116	104.000000	117.500000
118	108.000000	115.500000
120	112.000000	114.500000
122	116.000000	111.500000
124	120.000000	116.500000
126	124.000000	113.500000
128	128.000000	114.500000
130	132.000000	110.500000
132	136.000000	111.500000
134	140.000000	110.500000
136	144.000000	109.500000
138	148.000000	101.500000
140	152.000000	103.000000
142	156.000000	104.000000
144	160.000000	103.500000
146	164.000000	104.500000
148	168.000000	99.500000
150	172.000000	102.000000
152	176.000000	101.500000
154	180.000000	96.500000
156	184.000000	99.500000
158	188.000000	100.500000
160	192.000000	101.500000
162	196.000000	102.000000
164	200.000000	105.000000
166	204.000000	103.500000
168	208.000000	101.500000
170	212.000000	99.000000
172	216.000000	97.500000
174	220.000000	97.500000
176	224.000000	97.000000
178	228.000000	98.000000
180	232.000000	95.500000
182	236.000000	96.000000
184	240.000000	91.500000
186	244.000000	92.500000
188	248.000000	93.000000
190	252.000000	91.000000
192	256.000000	90.500000
194	260.000000	84.500000
196	264.000000	79.000000
198	268.000000	85.000000
200	272.000000	77.500000
202	276.000000	78.000000
204	280.000000	76.750000
206	284.000000	77.250000
208	288.000000	74.250000
210	292.000000	72.750000
212	296.000000	75.500000
214	300.000000	76.500000
216	304.000000	80.500000
218	308.000000	77.000000
220	312.000000	78.000000
222	316.000000	75.500000
224	320.000000	73.000000
226	324.000000	68.500000
228	328.000000	71.500000
230	332.000000	69.000000
232	336.000000	69.500000
234	340.000000	70.000000
236	344.000000	69.500000
238	348.000000	69.500000
240	352.000000	69.500000
242	356.000000	69.500000
244	360.000000	70.000000
246	364.000000	69.500000
248	368.000000	71.000000
250	372.000000	71.500000
252	376.000000	70.000000
254	380.000000	74.500000
256	384.000000	75.000000
258	388.000000	76.000000
260	392.000000	78.500000
262	396.000000	79.500000
264	400.000000	80.500000
266	404.000000	79.500000
