i	E(i)	g[i]
6	-500.000000	0.705801
8	-496.000000	4.955923
10	-492.000000	2.849833
12	-488.000000	5.681935
14	-484.000000	7.774946
16	-480.000000	8.526778
18	-476.000000	10.748646
20	-472.000000	12.930473
22	-468.000000	15.091403
24	-464.000000	16.064064
26	-460.000000	18.150356
28	-456.000000	20.231349
30	-452.000000	22.270825
32	-448.000000	24.281597
34	-444.000000	26.276663
36	-440.000000	28.250330
38	-436.000000	30.201229
40	-432.000000	32.127173
42	-428.000000	34.039899
44	-424.000000	35.940445
46	-420.000000	37.820408
48	-416.000000	39.689785
50	-412.000000	41.541569
52	-408.000000	43.390311
54	-404.000000	45.221905
56	-400.000000	47.041530
58	-396.000000	48.853233
60	-392.000000	50.650372
62	-388.000000	52.441525
64	-384.000000	54.227155
66	-380.000000	56.004422
68	-376.000000	57.773099
70	-372.000000	59.534106
72	-368.000000	61.277478
74	-364.000000	63.024574
76	-360.000000	64.760289
78	-356.000000	66.492808
80	-352.000000	68.223300
82	-348.000000	69.945942
84	-344.000000	71.662205
86	-340.000000	73.375808
88	-336.000000	75.085663
90	-332.000000	76.797721
92	-328.000000	78.503871
94	-324.000000	80.200247
96	-320.000000	81.898536
98	-316.000000	83.582234
100	-312.000000	85.269365
102	-308.000000	86.941698
104	-304.000000	88.605712
106	-300.000000	90.272579
108	-296.000000	91.924982
110	-292.000000	93.566185
112	-288.000000	95.201796
114	-284.000000	96.830431
116	-280.000000	98.448289
118	-276.000000	100.061387
120	-272.000000	101.662680
122	-268.000000	103.254393
124	-264.000000	104.834564
126	-260.000000	106.404696
128	-256.000000	107.958949
130	-252.000000	109.502746
132	-248.000000	111.031899
134	-244.000000	112.546772
136	-240.000000	114.046257
138	-236.000000	115.530490
140	-232.000000	117.008720
142	-228.000000	118.460607
144	-224.000000	119.901927
146	-220.000000	121.324197
148	-216.000000	122.732668
150	-212.000000	124.130437
152	-208.000000	125.508324
154	-204.000000	126.876963
156	-200.000000	128.216874
158	-196.000000	129.544364
160	-192.000000	130.854078
162	-188.000000	132.147650
164	-184.000000	133.422577
166	-180.000000	134.679870
168	-176.000000	135.919706
170	-172.000000	137.139921
172	-168.000000	138.337247
174	-164.000000	139.516123
176	-160.000000	140.680175
178	-156.000000	141.821032
180	-152.000000	142.943735
182	-148.000000	144.043879
184	-144.000000	145.123168
186	-140.000000	146.181003
188	-136.000000	147.214099
190	-132.000000	148.230932
192	-128.000000	149.218733
194	-124.000000	150.185897
196	-120.000000	151.132137
198	-116.000000	152.055364
200	-112.000000	152.956567
202	-108.000000	153.835498
204	-104.000000	154.686455
206	-100.000000	155.512326
208	-96.000000	156.316858
210	-92.000000	157.094654
212	-88.000000	157.850695
214	-84.000000	158.583676
216	-80.000000	159.289920
218	-76.000000	159.968967
220	-72.000000	160.620832
222	-68.000000	161.247046
224	-64.000000	161.850684
226	-60.000000	162.425755
228	-56.000000	162.974740
230	-52.000000	163.498105
232	-48.000000	163.990599
234	-44.000000	164.455483
236	-40.000000	164.897256
238	-36.000000	165.309229
240	-32.000000	165.690408
242	-28.000000	166.042678
244	-24.000000	166.368126
246	-20.000000	166.664007
248	-16.000000	166.931389
250	-12.000000	167.168746
252	-8.000000	167.377794
254	-4.000000	167.554746
256	0.000000	167.709981
258	4.000000	167.829677
260	8.000000	167.922722
262	12.000000	167.985877
264	16.000000	168.018151
266	20.000000	168.022675
268	24.000000	167.997018
270	28.000000	167.940955
272	32.000000	167.854542
274	36.000000	167.739130
276	40.000000	167.590438
278	44.000000	167.417908
280	48.000000	167.215983
282	52.000000	166.983728
284	56.000000	166.724205
286	60.000000	166.435741
288	64.000000	166.117160
290	68.000000	165.775946
292	72.000000	165.403551
294	76.000000	165.003768
296	80.000000	164.572640
298	84.000000	164.114435
300	88.000000	163.630103
302	92.000000	163.121911
304	96.000000	162.583086
306	100.000000	162.019954
308	104.000000	161.426459
310	108.000000	160.810056
312	112.000000	160.164888
314	116.000000	159.493420
316	120.000000	158.795835
318	124.000000	158.077819
320	128.000000	157.333353
322	132.000000	156.563259
324	136.000000	155.767647
326	140.000000	154.953354
328	144.000000	154.110319
330	148.000000	153.239645
332	152.000000	152.355551
334	156.000000	151.444633
336	160.000000	150.513302
338	164.000000	149.560931
340	168.000000	148.579268
342	172.000000	147.581269
344	176.000000	146.559274
346	180.000000	145.511760
348	184.000000	144.445039
350	188.000000	143.358953
352	192.000000	142.245275
354	196.000000	141.116484
356	200.000000	139.967683
358	204.000000	138.802965
360	208.000000	137.617895
362	212.000000	136.407982
364	216.000000	135.188308
366	220.000000	133.939214
368	224.000000	132.679759
370	228.000000	131.397671
372	232.000000	130.100063
374	236.000000	128.786221
376	240.000000	127.450629
378	244.000000	126.100025
380	248.000000	124.738191
382	252.000000	123.353924
384	256.000000	121.953255
386	260.000000	120.538995
388	264.000000	119.108351
390	268.000000	117.661434
392	272.000000	116.203356
394	276.000000	114.725206
396	280.000000	113.232518
398	284.000000	111.731723
400	288.000000	110.217010
402	292.000000	108.689127
404	296.000000	107.145731
406	300.000000	105.589844
408	304.000000	104.021113
410	308.000000	102.444325
412	312.000000	100.856833
414	316.000000	99.253660
416	320.000000	97.646356
418	324.000000	96.030693
420	328.000000	94.402269
422	332.000000	92.763707
424	336.000000	91.116992
426	340.000000	89.465525
428	344.000000	87.805240
430	348.000000	86.139947
432	352.000000	84.461895
434	356.000000	82.782118
436	360.000000	81.093493
438	364.000000	79.404101
440	368.000000	77.708523
442	372.000000	76.006011
444	376.000000	74.301391
446	380.000000	72.595604
448	384.000000	70.887366
450	388.000000	69.168060
452	392.000000	67.446527
454	396.000000	65.717028
456	400.000000	63.979476
458	404.000000	62.237699
460	408.000000	60.490769
462	412.000000	58.729779
464	416.000000	56.972516
466	420.000000	55.201829
468	424.000000	53.428526
470	428.000000	51.642468
472	432.000000	49.847230
474	436.000000	48.048706
476	440.000000	46.232851
478	444.000000	44.414380
480	448.000000	42.575106
482	452.000000	40.731360
484	456.000000	38.870756
486	460.000000	36.998197
488	464.000000	35.105953
490	468.000000	33.207716
492	472.000000	32.482856
494	476.000000	30.561016
496	480.000000	28.605114
498	484.000000	26.633027
500	488.000000	26.400125
502	492.000000	24.386565
504	496.000000	22.409763
506	500.000000	24.381990
508	504.000000	22.383039
510	508.000000	20.194971
512	512.000000	0.000000
