T	Ut	Ft	St	Ct
0.0100	-1.9922	-2.5902	59.8059	0.0000
0.0200	-1.9922	-3.1883	59.8059	0.0000
0.0300	-1.9922	-3.7864	59.8059	0.0000
0.0400	-1.9922	-4.3844	59.8059	0.0000
0.0500	-1.9922	-4.9825	59.8059	0.0000
0.0600	-1.9922	-5.5805	59.8059	0.0000
0.0700	-1.9922	-6.1786	59.8059	0.0000
0.0800	-1.9922	-6.7767	59.8059	0.0000
0.0900	-1.9922	-7.3747	59.8059	0.0000
0.1000	-1.9922	-7.9728	59.8059	0.0000
0.1100	-1.9922	-8.5708	59.8059	-0.0000
0.1200	-1.9922	-9.1689	59.8059	0.0000
0.1300	-1.9922	-9.7670	59.8059	-0.0000
0.1400	-1.9922	-10.3650	59.8059	-0.0000
0.1500	-1.9922	-10.9631	59.8059	0.0000
0.1600	-1.9922	-11.5611	59.8059	0.0000
0.1700	-1.9922	-12.1592	59.8059	0.0000
0.1800	-1.9922	-12.7573	59.8059	0.0000
0.1900	-1.9922	-13.3553	59.8059	0.0000
0.2000	-1.9922	-13.9534	59.8059	0.0000
0.2100	-1.9922	-14.5514	59.8059	0.0000
0.2200	-1.9922	-15.1495	59.8059	0.0000
0.2300	-1.9922	-15.7475	59.8059	0.0000
0.2400	-1.9922	-16.3456	59.8059	0.0000
0.2500	-1.9922	-16.9437	59.8059	0.0000
0.2600	-1.9922	-17.5417	59.8059	0.0000
0.2700	-1.9922	-18.1398	59.8059	0.0000
0.2800	-1.9922	-18.7378	59.8059	0.0000
0.2900	-1.9922	-19.3359	59.8059	0.0000
0.3000	-1.9922	-19.9340	59.8059	0.0000
0.3100	-1.9922	-20.5320	59.8059	0.0000
0.3200	-1.9922	-21.1301	59.8059	0.0000
0.3300	-1.9922	-21.7281	59.8059	0.0000
0.3400	-1.9922	-22.3262	59.8059	0.0000
0.3500	-1.9922	-22.9243	59.8059	0.0000
0.3600	-1.9922	-23.5223	59.8059	0.0000
0.3700	-1.9922	-24.1204	59.8059	0.0000
0.3800	-1.9922	-24.7184	59.8059	0.0000
0.3900	-1.9922	-25.3165	59.8059	0.0000
0.4000	-1.9922	-25.9146	59.8059	0.0000
0.4100	-1.9922	-26.5126	59.8059	0.0000
0.4200	-1.9922	-27.1107	59.8059	0.0000
0.4300	-1.9922	-27.7087	59.8059	0.0000
0.4400	-1.9922	-28.3068	59.8059	0.0000
0.4500	-1.9922	-28.9049	59.8059	0.0000
0.4600	-1.9922	-29.5029	59.8059	0.0000
0.4700	-1.9922	-30.1010	59.8059	0.0000
0.4800	-1.9922	-30.6990	59.8059	0.0000
0.4900	-1.9922	-31.2971	59.8059	0.0000
0.5000	-1.9922	-31.8951	59.8059	0.0001
0.5100	-1.9922	-32.4932	59.8059	0.0001
0.5200	-1.9922	-33.0913	59.8059	0.0001
0.5300	-1.9922	-33.6893	59.8059	0.0001
0.5400	-1.9922	-34.2874	59.8059	0.0001
0.5500	-1.9922	-34.8854	59.8059	0.0001
0.5600	-1.9922	-35.4835	59.8059	0.0001
0.5700	-1.9922	-36.0816	59.8059	0.0002
0.5800	-1.9922	-36.6796	59.8059	0.0002
0.5900	-1.9922	-37.2777	59.8059	0.0002
0.6000	-1.9922	-37.8757	59.8059	0.0002
0.6100	-1.9922	-38.4738	59.8060	0.0003
0.6200	-1.9922	-39.0719	59.8060	0.0003
0.6300	-1.9922	-39.6699	59.8060	0.0004
0.6400	-1.9922	-40.2680	59.8060	0.0004
0.6500	-1.9922	-40.8660	59.8060	0.0005
0.6600	-1.9921	-41.4641	59.8060	0.0006
0.6700	-1.9921	-42.0622	59.8060	0.0006
0.6800	-1.9921	-42.6602	59.8060	0.0007
0.6900	-1.9921	-43.2583	59.8060	0.0008
0.7000	-1.9921	-43.8563	59.8060	0.0009
0.7100	-1.9921	-44.4544	59.8060	0.0010
0.7200	-1.9921	-45.0525	59.8061	0.0011
0.7300	-1.9921	-45.6505	59.8061	0.0013
0.7400	-1.9921	-46.2486	59.8061	0.0014
0.7500	-1.9921	-46.8466	59.8061	0.0016
0.7600	-1.9920	-47.4447	59.8061	0.0018
0.7700	-1.9920	-48.0428	59.8062	0.0020
0.7800	-1.9920	-48.6408	59.8062	0.0022
0.7900	-1.9920	-49.2389	59.8062	0.0024
0.8000	-1.9920	-49.8369	59.8062	0.0027
0.8100	-1.9919	-50.4350	59.8063	0.0030
0.8200	-1.9919	-51.0331	59.8063	0.0032
0.8300	-1.9919	-51.6311	59.8064	0.0036
0.8400	-1.9918	-52.2292	59.8064	0.0039
0.8500	-1.9918	-52.8273	59.8065	0.0043
0.8600	-1.9917	-53.4253	59.8065	0.0047
0.8700	-1.9917	-54.0234	59.8066	0.0051
