T	Ut	Ft	St	Ct
0.01000000	-1.95312500	-83.11880369	8116.56786866	0.00000000
0.02000000	-1.95312500	-164.28448237	8116.56786866	0.00000000
0.03000000	-1.95312500	-245.45016106	8116.56786866	0.00000000
0.04000000	-1.95312500	-326.61583975	8116.56786866	0.00000000
0.05000000	-1.95312500	-407.78151843	8116.56786866	0.00000000
0.06000000	-1.95312500	-488.94719712	8116.56786866	0.00000000
0.07000000	-1.95312500	-570.11287581	8116.56786866	0.00000000
0.08000000	-1.95312500	-651.27855449	8116.56786866	0.00000000
0.09000000	-1.95312500	-732.44423318	8116.56786866	0.00000000
0.10000000	-1.95312500	-813.60991187	8116.56786866	0.00000000
0.11000000	-1.95312500	-894.77559055	8116.56786866	0.00000000
0.12000000	-1.95312500	-975.94126924	8116.56786866	0.00000000
0.13000000	-1.95312500	-1057.10694793	8116.56786866	0.00000000
0.14000000	-1.95312500	-1138.27262661	8116.56786866	0.00000000
0.15000000	-1.95312500	-1219.43830530	8116.56786866	0.00000000
0.16000000	-1.95312500	-1300.60398398	8116.56786866	0.00000000
0.17000000	-1.95312500	-1381.76966267	8116.56786866	0.00000000
0.18000000	-1.95312500	-1462.93534136	8116.56786866	0.00000000
0.19000000	-1.95312500	-1544.10102004	8116.56786866	0.00000000
0.20000000	-1.95312500	-1625.26669873	8116.56786866	0.00000000
0.21000000	-1.95312500	-1706.43237742	8116.56786866	0.00000001
0.22000000	-1.95312500	-1787.59805610	8116.56786866	0.00000002
0.23000000	-1.95312500	-1868.76373479	8116.56786866	0.00000003
0.24000000	-1.95312500	-1949.92941348	8116.56786866	0.00000006
0.25000000	-1.95312500	-2031.09509216	8116.56786866	0.00000011
0.26000000	-1.95312500	-2112.26077085	8116.56786867	0.00000019
0.27000000	-1.95312499	-2193.42644954	8116.56786868	0.00000032
0.28000000	-1.95312499	-2274.59212822	8116.56786869	0.00000050
0.29000000	-1.95312498	-2355.75780691	8116.56786871	0.00000076
0.30000000	-1.95312497	-2436.92348560	8116.56786875	0.00000112
0.31000000	-1.95312496	-2518.08916429	8116.56786879	0.00000162
0.32000000	-1.95312494	-2599.25484297	8116.56786885	0.00000227
0.33000000	-1.95312491	-2680.42052166	8116.56786893	0.00000312
0.34000000	-1.95312488	-2761.58620035	8116.56786904	0.00000420
0.35000000	-1.95312483	-2842.75187904	8116.56786918	0.00000555
0.36000000	-1.95312477	-2923.91755774	8116.56786936	0.00000721
0.37000000	-1.95312468	-3005.08323643	8116.56786959	0.00000922
0.38000000	-1.95312458	-3086.24891513	8116.56786986	0.00001161
0.39000000	-1.95312445	-3167.41459383	8116.56787020	0.00001444
0.40000000	-1.95312429	-3248.58027253	8116.56787061	0.00001774
0.41000000	-1.95312409	-3329.74595124	8116.56787109	0.00002156
0.42000000	-1.95312386	-3410.91162996	8116.56787166	0.00002592
0.43000000	-1.95312357	-3492.07730868	8116.56787233	0.00003087
0.44000000	-1.95312324	-3573.24298740	8116.56787310	0.00003643
0.45000000	-1.95312284	-3654.40866614	8116.56787399	0.00004264
0.46000000	-1.95312238	-3735.57434488	8116.56787500	0.00004953
0.47000000	-1.95312185	-3816.74002364	8116.56787614	0.00005712
0.48000000	-1.95312124	-3897.90570241	8116.56787743	0.00006544
0.49000000	-1.95312054	-3979.07138119	8116.56787887	0.00007450
0.50000000	-1.95311975	-4060.23705998	8116.56788048	0.00008432
0.51000000	-1.95311885	-4141.40273880	8116.56788225	0.00009494
0.52000000	-1.95311784	-4222.56841763	8116.56788420	0.00010635
0.53000000	-1.95311672	-4303.73409648	8116.56788634	0.00011860
0.54000000	-1.95311547	-4384.89977536	8116.56788868	0.00013168
0.55000000	-1.95311408	-4466.06545426	8116.56789122	0.00014564
0.56000000	-1.95311255	-4547.23113318	8116.56789398	0.00016050
0.57000000	-1.95311087	-4628.39681214	8116.56789696	0.00017630
0.58000000	-1.95310902	-4709.56249112	8116.56790017	0.00019308
0.59000000	-1.95310701	-4790.72817014	8116.56790362	0.00021090
0.60000000	-1.95310480	-4871.89384920	8116.56790732	0.00022983
0.61000000	-1.95310240	-4953.05952829	8116.56791128	0.00024995
0.62000000	-1.95309980	-5034.22520742	8116.56791552	0.00027138
0.63000000	-1.95309697	-5115.39088660	8116.56792004	0.00029422
0.64000000	-1.95309391	-5196.55656582	8116.56792487	0.00031863
0.65000000	-1.95309059	-5277.72224510	8116.56793001	0.00034478
0.66000000	-1.95308701	-5358.88792442	8116.56793548	0.00037289
0.67000000	-1.95308313	-5440.05360381	8116.56794131	0.00040319
0.68000000	-1.95307894	-5521.21928325	8116.56794752	0.00043596
0.69000000	-1.95307440	-5602.38496276	8116.56795414	0.00047153
0.70000000	-1.95306949	-5683.55064234	8116.56796120	0.00051025
0.71000000	-1.95306418	-5764.71632199	8116.56796874	0.00055253
0.72000000	-1.95305843	-5845.88200171	8116.56797678	0.00059885
0.73000000	-1.95305219	-5927.04768152	8116.56798539	0.00064971
0.74000000	-1.95304542	-6008.21336142	8116.56799460	0.00070570
0.75000000	-1.95303806	-6089.37904142	8116.56800448	0.00076745
0.76000000	-1.95303005	-6170.54472151	8116.56801509	0.00083566
0.77000000	-1.95302132	-6251.71040172	8116.56802649	0.00091110
0.78000000	-1.95301180	-6332.87608205	8116.56803878	0.00099461
0.79000000	-1.95300140	-6414.04176250	8116.56805203	0.00108708
0.80000000	-1.95299002	-6495.20744309	8116.56806633	0.00118950
0.81000000	-1.95297757	-6576.37312383	8116.56808180	0.00130293
0.82000000	-1.95296393	-6657.53880473	8116.56809854	0.00142848
0.83000000	-1.95294896	-6738.70448581	8116.56811669	0.00156738
0.84000000	-1.95293253	-6819.87016707	8116.56813636	0.00172090
0.85000000	-1.95291449	-6901.03584854	8116.56815771	0.00189041
0.86000000	-1.95289466	-6982.20153023	8116.56818089	0.00207735
0.87000000	-1.95287288	-7063.36721216	8116.56820608	0.00228324
0.88000000	-1.95284893	-7144.53289436	8116.56823344	0.00250969
0.89000000	-1.95282261	-7225.69857684	8116.56826318	0.00275837
0.90000000	-1.95279368	-7306.86425963	8116.56829550	0.00303105
0.91000000	-1.95276190	-7388.02994276	8116.56833061	0.00332957
0.92000000	-1.95272700	-7469.19562625	8116.56836876	0.00365584
0.93000000	-1.95268869	-7550.36131015	8116.56841017	0.00401187
0.94000000	-1.95264665	-7631.52699447	8116.56845512	0.00439974
0.95000000	-1.95260058	-7712.69267926	8116.56850388	0.00482159
0.96000000	-1.95255010	-7793.85836456	8116.56855673	0.00527966
0.97000000	-1.95249486	-7875.02405041	8116.56861397	0.00577627
0.98000000	-1.95243444	-7956.18973686	8116.56867593	0.00631382
0.99000000	-1.95236843	-8037.35542395	8116.56874294	0.00689479
1.00000000	-1.95229639	-8118.52111173	8116.56881534	0.00752173
1.01000000	-1.95221784	-8199.68680027	8116.56889350	0.00819731
1.02000000	-1.95213227	-8280.85248962	8116.56897779	0.00892425
1.03000000	-1.95203917	-8362.01817985	8116.56906862	0.00970539
1.04000000	-1.95193798	-8443.18387102	8116.56916639	0.01054366
1.05000000	-1.95182810	-8524.34956320	8116.56927153	0.01144210
1.06000000	-1.95170892	-8605.51525648	8116.56938448	0.01240385
1.07000000	-1.95157980	-8686.68095092	8116.56950572	0.01343218
1.08000000	-1.95144005	-8767.84664662	8116.56963572	0.01453046
1.09000000	-1.95128895	-8849.01234366	8116.56977497	0.01570221
1.10000000	-1.95112574	-8930.17804215	8116.56992401	0.01695111
1.11000000	-1.95094965	-9011.34374218	8116.57008336	0.01828096
1.12000000	-1.95075984	-9092.50944385	8116.57025358	0.01969577
1.13000000	-1.95055544	-9173.67514729	8116.57043526	0.02119969
1.14000000	-1.95033554	-9254.84085260	8116.57062900	0.02279710
1.15000000	-1.95009917	-9336.00655991	8116.57083543	0.02449259
1.16000000	-1.94984534	-9417.17226935	8116.57105518	0.02629096
1.17000000	-1.94957299	-9498.33798106	8116.57128895	0.02819728
1.18000000	-1.94928102	-9579.50369518	8116.57153743	0.03021689
1.19000000	-1.94896826	-9660.66941186	8116.57180135	0.03235542
1.20000000	-1.94863349	-9741.83513126	8116.57208147	0.03461883
1.21000000	-1.94827545	-9823.00085355	8116.57237860	0.03701341
1.22000000	-1.94789277	-9904.16657889	8116.57269355	0.03954583
1.23000000	-1.94748405	-9985.33230748	8116.57302718	0.04222314
1.24000000	-1.94704780	-10066.49803950	8116.57338041	0.04505284
1.25000000	-1.94658245	-10147.66377516	8116.57375416	0.04804288
1.26000000	-1.94608638	-10228.82951466	8116.57414943	0.05120172
1.27000000	-1.94555783	-10309.99525822	8116.57456724	0.05453834
1.28000000	-1.94499498	-10391.16100608	8116.57500867	0.05806229
1.29000000	-1.94439592	-10472.32675848	8116.57547485	0.06178373
1.30000000	-1.94375862	-10553.49251566	8116.57596696	0.06571350
1.31000000	-1.94308092	-10634.65827791	8116.57648625	0.06986313
1.32000000	-1.94236058	-10715.82404548	8116.57703402	0.07424491
1.33000000	-1.94159521	-10796.98981869	8116.57761164	0.07887192
1.34000000	-1.94078228	-10878.15559782	8116.57822056	0.08375816
1.35000000	-1.93991913	-10959.32138321	8116.57886228	0.08891852
1.36000000	-1.93900294	-11040.48717518	8116.57953841	0.09436892
1.37000000	-1.93803073	-11121.65297410	8116.58025063	0.10012635
1.38000000	-1.93699933	-11202.81878032	8116.58100072	0.10620896
1.39000000	-1.93590540	-11283.98459424	8116.58179054	0.11263614
1.40000000	-1.93474539	-11365.15041627	8116.58262206	0.11942861
1.41000000	-1.93351554	-11446.31624683	8116.58349737	0.12660852
1.42000000	-1.93221185	-11527.48208637	8116.58441868	0.13419955
1.43000000	-1.93083009	-11608.64793536	8116.58538830	0.14222698
1.44000000	-1.92936576	-11689.81379431	8116.58640871	0.15071786
1.45000000	-1.92781409	-11770.97966372	8116.58748250	0.15970100
1.46000000	-1.92617000	-11852.14554414	8116.58861243	0.16920716
1.47000000	-1.92442810	-11933.31143616	8116.58980140	0.17926906
1.48000000	-1.92258265	-12014.47734038	8116.59105252	0.18992146
1.49000000	-1.92062758	-12095.64325743	8116.59236903	0.20120120
1.50000000	-1.91855641	-12176.80918799	8116.59375439	0.21314714
1.51000000	-1.91636228	-12257.97513276	8116.59521224	0.22580015
1.52000000	-1.91403790	-12339.14109249	8116.59674644	0.23920294
1.53000000	-1.91157557	-12420.30706796	8116.59836104	0.25339987
1.54000000	-1.90896711	-12501.47305999	8116.60006031	0.26843665
1.55000000	-1.90620388	-12582.63906946	8116.60184876	0.28435986
1.56000000	-1.90327680	-12663.80509728	8116.60373108	0.30121647
1.57000000	-1.90017629	-12744.97114441	8116.60571218	0.31905305
1.58000000	-1.89689232	-12826.13721187	8116.60779718	0.33791494
1.59000000	-1.89341443	-12907.30330072	8116.60999138	0.35784516
1.60000000	-1.88973172	-12988.46941208	8116.61230022	0.37888319
1.61000000	-1.88583295	-13069.63554712	8116.61472930	0.40106356
1.62000000	-1.88170655	-13150.80170708	8116.61728428	0.42441429
1.63000000	-1.87734070	-13231.96789325	8116.61997089	0.44895521
1.64000000	-1.87272344	-13313.13410696	8116.62279483	0.47469625
1.65000000	-1.86784278	-13394.30034962	8116.62576172	0.50163567
1.66000000	-1.86268678	-13475.46662269	8116.62887705	0.52975849
1.67000000	-1.85724376	-13556.63292767	8116.63214606	0.55903504
1.68000000	-1.85150239	-13637.79926614	8116.63557366	0.58941989
1.69000000	-1.84545187	-13718.96563969	8116.63916439	0.62085124
1.70000000	-1.83908213	-13800.13204998	8116.64292226	0.65325083
1.71000000	-1.83238394	-13881.29849871	8116.64685074	0.68652460
1.72000000	-1.82534909	-13962.46498758	8116.65095261	0.72056397
1.73000000	-1.81797051	-14043.63151834	8116.65522996	0.75524795
1.74000000	-1.81024242	-14124.79809277	8116.65968411	0.79044583
1.75000000	-1.80216034	-14205.96471262	8116.66431559	0.82602044
1.76000000	-1.79372122	-14287.13137967	8116.66912412	0.86183168
1.77000000	-1.78492338	-14368.29809568	8116.67410864	0.89774006
1.78000000	-1.77576655	-14449.46486242	8116.67926735	0.93360988
1.79000000	-1.76625175	-14530.63168160	8116.68459769	0.96931157
1.80000000	-1.75638128	-14611.79855494	8116.69009647	1.00472299
1.81000000	-1.74615864	-14692.96548408	8116.69575991	1.03972907
1.82000000	-1.73558842	-14774.13247067	8116.70158365	1.07421984
1.83000000	-1.72467632	-14855.29951627	8116.70756281	1.10808645
