T	Ut	Ft	St	Ct
0.01000000	-1.93750000	-9.94835937	801.08593748	0.00000000
0.02000000	-1.93750000	-17.95921875	801.08593748	0.00000000
0.03000000	-1.93750000	-25.97007812	801.08593748	0.00000000
0.04000000	-1.93750000	-33.98093750	801.08593748	0.00000000
0.05000000	-1.93750000	-41.99179687	801.08593748	0.00000000
0.06000000	-1.93750000	-50.00265625	801.08593748	0.00000000
0.07000000	-1.93750000	-58.01351562	801.08593748	0.00000000
0.08000000	-1.93750000	-66.02437500	801.08593748	0.00000000
0.09000000	-1.93750000	-74.03523437	801.08593748	0.00000000
0.10000000	-1.93750000	-82.04609375	801.08593748	0.00000000
0.11000000	-1.93750000	-90.05695312	801.08593748	-0.00000000
0.12000000	-1.93750000	-98.06781250	801.08593748	-0.00000000
0.13000000	-1.93750000	-106.07867187	801.08593748	0.00000000
0.14000000	-1.93750000	-114.08953125	801.08593748	0.00000000
0.15000000	-1.93750000	-122.10039062	801.08593748	0.00000000
0.16000000	-1.93750000	-130.11125000	801.08593748	0.00000000
0.17000000	-1.93750000	-138.12210937	801.08593748	0.00000000
0.18000000	-1.93750000	-146.13296875	801.08593748	0.00000000
0.19000000	-1.93750000	-154.14382812	801.08593748	0.00000001
0.20000000	-1.93750000	-162.15468750	801.08593748	0.00000004
0.21000000	-1.93750000	-170.16554687	801.08593749	0.00000008
0.22000000	-1.93750000	-178.17640625	801.08593749	0.00000018
0.23000000	-1.93750000	-186.18726562	801.08593750	0.00000036
0.24000000	-1.93749999	-194.19812500	801.08593753	0.00000068
0.25000000	-1.93749998	-202.20898437	801.08593756	0.00000122
0.26000000	-1.93749996	-210.21984375	801.08593763	0.00000209
0.27000000	-1.93749994	-218.23070312	801.08593773	0.00000343
0.28000000	-1.93749989	-226.24156250	801.08593789	0.00000542
0.29000000	-1.93749983	-234.25242188	801.08593813	0.00000826
0.30000000	-1.93749972	-242.26328127	801.08593847	0.00001223
0.31000000	-1.93749958	-250.27414065	801.08593895	0.00001761
0.32000000	-1.93749937	-258.28500005	801.08593962	0.00002473
0.33000000	-1.93749908	-266.29585945	801.08594052	0.00003397
0.34000000	-1.93749868	-274.30671886	801.08594170	0.00004570
0.35000000	-1.93749815	-282.31757828	801.08594323	0.00006036
0.36000000	-1.93749746	-290.32843772	801.08594517	0.00007837
0.37000000	-1.93749657	-298.33929719	801.08594761	0.00010018
0.38000000	-1.93749544	-306.35015668	801.08595061	0.00012623
0.39000000	-1.93749403	-314.36101620	801.08595428	0.00015697
0.40000000	-1.93749229	-322.37187576	801.08595869	0.00019284
0.41000000	-1.93749016	-330.38273538	801.08596395	0.00023425
