i	E(i)	g[i]
6	-380.000000	19647.230581
8	-376.000000	19651.498228
10	-372.000000	19646.907909
12	-368.000000	19649.721364
14	-364.000000	19651.636224
16	-360.000000	19651.363405
18	-356.000000	19653.391700
20	-352.000000	19655.530318
22	-348.000000	19657.506620
24	-344.000000	19657.877186
26	-340.000000	19659.858363
28	-336.000000	19661.809452
30	-332.000000	19663.705702
32	-328.000000	19665.618477
34	-324.000000	19667.488487
36	-320.000000	19669.347640
38	-316.000000	19671.188440
40	-312.000000	19673.033246
42	-308.000000	19674.867578
44	-304.000000	19676.670034
46	-300.000000	19678.439631
48	-296.000000	19680.238077
50	-292.000000	19681.998814
52	-288.000000	19683.763039
54	-284.000000	19685.527118
56	-280.000000	19687.252242
58	-276.000000	19688.990129
60	-272.000000	19690.713570
62	-268.000000	19692.435565
64	-264.000000	19694.159173
66	-260.000000	19695.850309
68	-256.000000	19697.552940
70	-252.000000	19699.256355
72	-248.000000	19700.937556
74	-244.000000	19702.630775
76	-240.000000	19704.296739
78	-236.000000	19705.959139
80	-232.000000	19707.626744
82	-228.000000	19709.316077
84	-224.000000	19710.917485
86	-220.000000	19712.572951
88	-216.000000	19714.198542
90	-212.000000	19715.814777
92	-208.000000	19717.424486
94	-204.000000	19718.991980
96	-200.000000	19720.568006
98	-196.000000	19722.108144
100	-192.000000	19723.643641
102	-188.000000	19725.159520
104	-184.000000	19726.653154
106	-180.000000	19728.147024
108	-176.000000	19729.575100
110	-172.000000	19731.001430
112	-168.000000	19732.421126
114	-164.000000	19733.817967
116	-160.000000	19735.209773
118	-156.000000	19736.556668
120	-152.000000	19737.880915
122	-148.000000	19739.187025
124	-144.000000	19740.479250
126	-140.000000	19741.744083
128	-136.000000	19743.002951
130	-132.000000	19744.212273
132	-128.000000	19745.409320
134	-124.000000	19746.562559
136	-120.000000	19747.679737
138	-116.000000	19748.772483
140	-112.000000	19749.851393
142	-108.000000	19750.890590
144	-104.000000	19751.926647
146	-100.000000	19752.923004
148	-96.000000	19753.885266
150	-92.000000	19754.799587
152	-88.000000	19755.710415
154	-84.000000	19756.566879
156	-80.000000	19757.391745
158	-76.000000	19758.193562
160	-72.000000	19758.969666
162	-68.000000	19759.688076
164	-64.000000	19760.391381
166	-60.000000	19761.051426
168	-56.000000	19761.672231
170	-52.000000	19762.270314
172	-48.000000	19762.838951
174	-44.000000	19763.351226
176	-40.000000	19763.837773
178	-36.000000	19764.279455
180	-32.000000	19764.692966
