i	E(i)	g[i]
6	-116.000000	36.500000
8	-112.000000	36.500000
10	-108.000000	38.000000
12	-104.000000	39.500000
14	-100.000000	40.000000
16	-96.000000	41.500000
18	-92.000000	42.000000
20	-88.000000	42.000000
22	-84.000000	41.000000
24	-80.000000	42.000000
26	-76.000000	41.500000
28	-72.000000	48.500000
30	-68.000000	48.250000
32	-64.000000	49.750000
34	-60.000000	50.500000
36	-56.000000	52.250000
38	-52.000000	48.500000
40	-48.000000	54.500000
42	-44.000000	58.000000
44	-40.000000	57.500000
46	-36.000000	56.000000
48	-32.000000	57.000000
50	-28.000000	56.500000
52	-24.000000	59.250000
54	-20.000000	58.250000
56	-16.000000	56.750000
58	-12.000000	56.250000
60	-8.000000	56.750000
62	-4.000000	56.375000
64	0.000000	57.125000
66	4.000000	58.000000
68	8.000000	58.250000
70	12.000000	59.875000
72	16.000000	62.250000
74	20.000000	68.000000
76	24.000000	63.500000
78	28.000000	66.500000
80	32.000000	63.500000
82	36.000000	68.000000
84	40.000000	64.500000
86	44.000000	66.000000
88	48.000000	62.000000
90	52.000000	62.000000
92	56.000000	61.000000
94	60.000000	56.000000
96	64.000000	57.000000
98	68.000000	56.500000
100	72.000000	61.500000
102	76.000000	60.750000
104	80.000000	61.500000
106	84.000000	59.750000
108	88.000000	59.000000
110	92.000000	60.000000
112	96.000000	61.000000
114	100.000000	59.000000
116	104.000000	62.500000
118	108.000000	61.000000
120	112.000000	61.000000
122	116.000000	51.500000
124	120.000000	62.500000
126	124.000000	66.000000
128	128.000000	68.500000
130	132.000000	67.000000
132	136.000000	68.500000
134	140.000000	68.000000
136	144.000000	72.500000
138	148.000000	70.000000
140	152.000000	73.500000
142	156.000000	76.000000
144	160.000000	75.000000
146	164.000000	78.000000
148	168.000000	78.500000
150	172.000000	79.500000
152	176.000000	80.000000
154	180.000000	80.000000
156	184.000000	77.500000
158	188.000000	81.500000
160	192.000000	82.000000
162	196.000000	81.500000
164	200.000000	77.500000
166	204.000000	83.500000
168	208.000000	84.000000
170	212.000000	87.000000
172	216.000000	88.000000
174	220.000000	84.000000
176	224.000000	85.000000
178	228.000000	85.000000
180	232.000000	84.500000
182	236.000000	86.500000
184	240.000000	82.500000
186	244.000000	88.000000
188	248.000000	89.500000
190	252.000000	91.500000
192	256.000000	93.000000
194	260.000000	90.000000
196	264.000000	89.000000
198	268.000000	88.000000
200	272.000000	90.500000
202	276.000000	90.500000
204	280.000000	95.500000
206	284.000000	98.500000
208	288.000000	98.000000
210	292.000000	94.500000
212	296.000000	92.500000
214	300.000000	94.000000
216	304.000000	95.000000
218	308.000000	96.500000
220	312.000000	95.500000
222	316.000000	95.000000
224	320.000000	96.000000
226	324.000000	93.000000
228	328.000000	95.500000
230	332.000000	96.000000
232	336.000000	96.000000
234	340.000000	94.500000
236	344.000000	99.500000
238	348.000000	97.000000
240	352.000000	97.000000
242	356.000000	96.000000
244	360.000000	96.000000
246	364.000000	97.000000
248	368.000000	100.000000
250	372.000000	102.500000
252	376.000000	103.500000
254	380.000000	100.500000
256	384.000000	101.000000
258	388.000000	103.000000
260	392.000000	103.500000
262	396.000000	106.000000
264	400.000000	103.500000
266	404.000000	101.000000
268	408.000000	101.000000
270	412.000000	97.500000
272	416.000000	101.500000
274	420.000000	97.000000
276	424.000000	98.500000
278	428.000000	101.500000
280	432.000000	98.000000
282	436.000000	100.000000
284	440.000000	101.500000
286	444.000000	102.500000
288	448.000000	100.500000
290	452.000000	102.000000
292	456.000000	104.500000
294	460.000000	101.500000
296	464.000000	100.500000
298	468.000000	102.500000
300	472.000000	100.500000
302	476.000000	103.500000
304	480.000000	105.000000
306	484.000000	106.000000
308	488.000000	102.500000
310	492.000000	104.000000
312	496.000000	103.000000
314	500.000000	101.000000
316	504.000000	102.500000
318	508.000000	103.500000
320	512.000000	103.500000
322	516.000000	100.000000
324	520.000000	99.500000
326	524.000000	98.500000
328	528.000000	97.000000
330	532.000000	96.000000
332	536.000000	94.500000
334	540.000000	93.500000
336	544.000000	94.500000
338	548.000000	94.500000
340	552.000000	94.000000
342	556.000000	92.500000
344	560.000000	93.000000
346	564.000000	87.500000
348	568.000000	92.500000
350	572.000000	92.000000
352	576.000000	91.500000
354	580.000000	92.000000
356	584.000000	92.500000
358	588.000000	88.500000
360	592.000000	88.000000
362	596.000000	88.000000
364	600.000000	84.000000
366	604.000000	89.500000
368	608.000000	92.000000
370	612.000000	86.000000
372	616.000000	86.500000
374	620.000000	83.500000
376	624.000000	87.500000
378	628.000000	85.500000
380	632.000000	86.000000
382	636.000000	86.000000
384	640.000000	82.500000
386	644.000000	82.000000
388	648.000000	85.500000
390	652.000000	86.000000
392	656.000000	85.500000
394	660.000000	88.000000
396	664.000000	87.000000
398	668.000000	86.000000
400	672.000000	86.000000
402	676.000000	86.500000
404	680.000000	86.500000
406	684.000000	86.500000
408	688.000000	85.000000
410	692.000000	86.500000
412	696.000000	85.000000
414	700.000000	78.500000
416	704.000000	80.000000
418	708.000000	82.000000
420	712.000000	83.500000
422	716.000000	82.500000
424	720.000000	79.000000
426	724.000000	79.500000
428	728.000000	79.500000
430	732.000000	80.500000
432	736.000000	77.000000
434	740.000000	74.500000
436	744.000000	75.500000
438	748.000000	73.500000
440	752.000000	68.500000
442	756.000000	69.500000
444	760.000000	65.000000
446	764.000000	66.000000
448	768.000000	65.500000
450	772.000000	66.500000
452	776.000000	66.500000
454	780.000000	71.500000
456	784.000000	71.000000
458	788.000000	66.000000
460	792.000000	67.000000
462	796.000000	70.000000
464	800.000000	69.500000
466	804.000000	69.500000
468	808.000000	68.000000
470	812.000000	68.500000
472	816.000000	73.500000
474	820.000000	74.000000
476	824.000000	71.500000
478	828.000000	78.500000
480	832.000000	76.500000
482	836.000000	78.000000
484	840.000000	79.000000
486	844.000000	77.500000
488	848.000000	71.000000
490	852.000000	72.000000
492	856.000000	76.000000
494	860.000000	75.000000
496	864.000000	74.000000
498	868.000000	73.000000
500	872.000000	75.000000
502	876.000000	76.500000
504	880.000000	74.000000
506	884.000000	77.000000
508	888.000000	78.000000
510	892.000000	78.500000
512	896.000000	72.000000
514	900.000000	73.000000
516	904.000000	73.500000
518	908.000000	74.000000
520	912.000000	75.000000
522	916.000000	77.500000
524	920.000000	75.000000
526	924.000000	77.000000
528	928.000000	79.000000
530	932.000000	80.000000
532	936.000000	79.500000
534	940.000000	77.000000
536	944.000000	75.000000
538	948.000000	76.500000
540	952.000000	76.500000
542	956.000000	73.500000
544	960.000000	73.000000
546	964.000000	76.500000
548	968.000000	76.000000
550	972.000000	77.500000
552	976.000000	71.500000
554	980.000000	68.500000
556	984.000000	67.000000
558	988.000000	66.500000
560	992.000000	68.500000
562	996.000000	70.000000
564	1000.000000	70.500000
566	1004.000000	68.500000
568	1008.000000	72.500000
570	1012.000000	74.000000
572	1016.000000	70.000000
574	1020.000000	71.000000
576	1024.000000	68.500000
578	1028.000000	69.500000
580	1032.000000	68.000000
582	1036.000000	69.000000
584	1040.000000	69.000000
586	1044.000000	65.500000
588	1048.000000	59.000000
590	1052.000000	61.000000
592	1056.000000	58.000000
594	1060.000000	59.500000
596	1064.000000	60.500000
598	1068.000000	60.500000
600	1072.000000	58.000000
602	1076.000000	58.500000
604	1080.000000	57.500000
606	1084.000000	54.500000
608	1088.000000	55.500000
610	1092.000000	52.000000
612	1096.000000	52.500000
614	1100.000000	54.000000
616	1104.000000	58.000000
618	1108.000000	60.000000
620	1112.000000	60.500000
622	1116.000000	61.000000
624	1120.000000	60.000000
626	1124.000000	59.500000
628	1128.000000	59.500000
630	1132.000000	54.500000
632	1136.000000	55.000000
634	1140.000000	55.000000
636	1144.000000	53.000000
638	1148.000000	52.000000
640	1152.000000	46.500000
642	1156.000000	55.000000
644	1160.000000	51.000000
646	1164.000000	49.500000
648	1168.000000	48.500000
650	1172.000000	48.500000
652	1176.000000	44.000000
654	1180.000000	42.500000
656	1184.000000	43.000000
658	1188.000000	43.000000
660	1192.000000	46.000000
662	1196.000000	47.000000
664	1200.000000	47.000000
666	1204.000000	44.500000
668	1208.000000	40.500000
670	1212.000000	37.000000
672	1216.000000	45.000000
674	1220.000000	40.500000
676	1224.000000	40.000000
678	1228.000000	40.500000
680	1232.000000	38.000000
682	1236.000000	34.000000
684	1240.000000	31.000000
686	1244.000000	33.000000
688	1248.000000	33.500000
690	1252.000000	29.000000
692	1256.000000	27.500000
694	1260.000000	27.500000
696	1264.000000	27.500000
698	1268.000000	29.500000
700	1272.000000	30.000000
702	1276.000000	26.000000
704	1280.000000	24.500000
706	1284.000000	23.500000
708	1288.000000	20.500000
710	1292.000000	19.000000
712	1296.000000	20.000000
714	1300.000000	19.000000
716	1304.000000	21.000000
718	1308.000000	20.000000
720	1312.000000	20.000000
722	1316.000000	15.500000
724	1320.000000	16.000000
726	1324.000000	15.500000
728	1328.000000	14.500000
730	1332.000000	13.000000
732	1336.000000	12.500000
734	1340.000000	10.000000
736	1344.000000	9.500000
738	1348.000000	6.000000
740	1352.000000	8.500000
742	1356.000000	9.000000
744	1360.000000	4.000000
746	1364.000000	9.500000
748	1368.000000	6.000000
750	1372.000000	7.000000
752	1376.000000	9.000000
754	1380.000000	9.000000
756	1384.000000	11.000000
758	1388.000000	8.500000
760	1392.000000	13.500000
762	1396.000000	16.500000
764	1400.000000	11.500000
766	1404.000000	11.500000
768	1408.000000	15.500000
770	1412.000000	13.000000
772	1416.000000	10.500000
774	1420.000000	12.500000
776	1424.000000	11.500000
778	1428.000000	10.000000
780	1432.000000	10.000000
782	1436.000000	7.500000
784	1440.000000	8.000000
786	1444.000000	12.500000
788	1448.000000	12.500000
790	1452.000000	13.500000
792	1456.000000	14.500000
794	1460.000000	17.000000
796	1464.000000	16.000000
798	1468.000000	18.500000
800	1472.000000	16.500000
802	1476.000000	18.000000
804	1480.000000	17.000000
806	1484.000000	19.500000
808	1488.000000	16.000000
810	1492.000000	19.000000
812	1496.000000	16.500000
814	1500.000000	17.500000
816	1504.000000	18.000000
818	1508.000000	15.500000
820	1512.000000	12.500000
822	1516.000000	9.000000
824	1520.000000	8.500000
826	1524.000000	7.500000
828	1528.000000	6.000000
830	1532.000000	3.000000
832	1536.000000	9.000000
834	1540.000000	1.000000
836	1544.000000	2.000000
838	1548.000000	2.500000
840	1552.000000	3.000000
842	1556.000000	4.000000
844	1560.000000	4.750000
846	1564.000000	2.750000
848	1568.000000	2.750000
850	1572.000000	3.750000
852	1576.000000	4.500000
854	1580.000000	6.500000
856	1584.000000	5.500000
858	1588.000000	6.250000
860	1592.000000	3.500000
862	1596.000000	3.500000
864	1600.000000	3.500000
866	1604.000000	2.250000
868	1608.000000	2.000000
870	1612.000000	3.750000
872	1616.000000	3.500000
874	1620.000000	4.000000
876	1624.000000	2.750000
878	1628.000000	4.250000
880	1632.000000	4.500000
882	1636.000000	2.500000
884	1640.000000	3.000000
886	1644.000000	5.750000
888	1648.000000	5.500000
890	1652.000000	8.250000
892	1656.000000	7.750000
894	1660.000000	9.500000
896	1664.000000	10.000000
898	1668.000000	8.750000
900	1672.000000	9.500000
902	1676.000000	9.500000
904	1680.000000	11.000000
906	1684.000000	11.250000
908	1688.000000	11.500000
910	1692.000000	14.500000
912	1696.000000	13.500000
914	1700.000000	12.250000
916	1704.000000	10.750000
918	1708.000000	11.500000
920	1712.000000	14.000000
922	1716.000000	13.750000
924	1720.000000	16.000000
926	1724.000000	15.250000
928	1728.000000	15.000000
930	1732.000000	17.750000
932	1736.000000	18.250000
934	1740.000000	17.250000
936	1744.000000	20.500000
938	1748.000000	20.250000
940	1752.000000	19.250000
942	1756.000000	19.250000
944	1760.000000	20.250000
946	1764.000000	17.500000
948	1768.000000	16.500000
950	1772.000000	14.250000
952	1776.000000	14.250000
954	1780.000000	15.500000
956	1784.000000	15.000000
958	1788.000000	12.000000
960	1792.000000	11.750000
962	1796.000000	11.500000
964	1800.000000	12.250000
966	1804.000000	9.500000
968	1808.000000	10.000000
970	1812.000000	10.250000
972	1816.000000	6.500000
974	1820.000000	6.750000
976	1824.000000	6.000000
978	1828.000000	5.250000
980	1832.000000	4.750000
982	1836.000000	5.500000
984	1840.000000	6.000000
986	1844.000000	5.000000
988	1848.000000	3.500000
990	1852.000000	1.750000
992	1856.000000	1.750000
994	1860.000000	0.500000
996	1864.000000	0.000000
998	1868.000000	24.000000
1000	1872.000000	23.000000
1002	1876.000000	25.000000
1004	1880.000000	23.000000
1006	1884.000000	25.000000
1008	1888.000000	20.000000
1010	1892.000000	19.500000
1012	1896.000000	17.000000
1014	1900.000000	17.000000
1016	1904.000000	14.000000
1018	1908.000000	13.500000
1020	1912.000000	12.500000
1022	1916.000000	15.000000
1024	1920.000000	0.000000
